,Iteration,Total_Reward
1589,1589,137.0
1590,1590,129.0
1591,1591,134.0
1592,1592,149.0
1593,1593,126.0
1594,1594,109.0
1595,1595,119.0
1596,1596,139.0
1597,1597,116.0
1598,1598,133.0
1599,1599,138.0
1600,1600,130.0
1601,1601,139.0
1602,1602,129.0
1603,1603,127.0
1604,1604,119.0
1605,1605,114.0
1606,1606,130.0
1607,1607,132.0
1608,1608,129.0
1609,1609,118.0
1610,1610,128.0
1611,1611,124.0
1612,1612,136.0
1613,1613,145.0
1614,1614,148.0
1615,1615,130.0
1616,1616,138.0
1617,1617,128.0
1618,1618,127.0
1619,1619,141.0
1620,1620,124.0
1621,1621,137.0
1622,1622,144.0
1623,1623,137.0
1624,1624,148.0
1625,1625,135.0
1626,1626,140.0
1627,1627,136.0
1628,1628,124.0
1629,1629,131.0
1630,1630,137.0
1631,1631,130.0
1632,1632,132.0
1633,1633,148.0
1634,1634,163.0
1635,1635,131.0
1636,1636,166.0
1637,1637,161.0
1638,1638,155.0
1639,1639,156.0
1640,1640,129.0
1641,1641,159.0
1642,1642,142.0
1643,1643,142.0
1644,1644,132.0
1645,1645,144.0
1646,1646,129.0
1647,1647,118.0
1648,1648,113.0
1649,1649,127.0
1650,1650,138.0
1651,1651,142.0
1652,1652,131.0
1653,1653,132.0
1654,1654,117.0
1655,1655,130.0
1656,1656,114.0
1657,1657,113.0
1658,1658,121.0
1659,1659,121.0
1660,1660,130.0
1661,1661,122.0
1662,1662,113.0
1663,1663,112.0
1664,1664,141.0
1665,1665,135.0
1666,1666,131.0
1667,1667,134.0
1668,1668,136.0
1669,1669,123.0
1670,1670,130.0
1671,1671,137.0
1672,1672,118.0
1673,1673,126.0
1674,1674,112.0
1675,1675,123.0
1676,1676,115.0
1677,1677,116.0
1678,1678,138.0
1679,1679,136.0
1680,1680,114.0
1681,1681,131.0
1682,1682,134.0
1683,1683,112.0
1684,1684,138.0
1685,1685,148.0
1686,1686,140.0
1687,1687,112.0
1688,1688,122.0
1689,1689,114.0
1690,1690,124.0
1691,1691,121.0
1692,1692,125.0
1693,1693,122.0
1694,1694,141.0
1695,1695,121.0
1696,1696,148.0
1697,1697,133.0
1698,1698,125.0
1699,1699,134.0
1700,1700,131.0
1701,1701,117.0
1702,1702,143.0
1703,1703,154.0
1704,1704,128.0
1705,1705,132.0
1706,1706,145.0
1707,1707,145.0
1708,1708,131.0
1709,1709,118.0
1710,1710,123.0
1711,1711,144.0
1712,1712,141.0
1713,1713,123.0
1714,1714,122.0
1715,1715,140.0
1716,1716,129.0
1717,1717,134.0
1718,1718,119.0
1719,1719,126.0
1720,1720,123.0
1721,1721,167.0
1722,1722,135.0
1723,1723,124.0
1724,1724,123.0
1725,1725,127.0
1726,1726,132.0
1727,1727,139.0
1728,1728,122.0
1729,1729,137.0
1730,1730,118.0
1731,1731,144.0
1732,1732,136.0
1733,1733,123.0
1734,1734,136.0
1735,1735,129.0
1736,1736,121.0
1737,1737,126.0
1738,1738,134.0
1739,1739,140.0
1740,1740,133.0
1741,1741,128.0
1742,1742,141.0
1743,1743,144.0
1744,1744,135.0
1745,1745,122.0
1746,1746,137.0
1747,1747,124.0
1748,1748,139.0
1749,1749,130.0
1750,1750,127.0
1751,1751,136.0
1752,1752,134.0
1753,1753,119.0
1754,1754,119.0
1755,1755,135.0
1756,1756,118.0
1757,1757,137.0
1758,1758,122.0
1759,1759,138.0
1760,1760,127.0
1761,1761,112.0
1762,1762,142.0
1763,1763,142.0
1764,1764,117.0
1765,1765,126.0
1766,1766,151.0
1767,1767,123.0
1768,1768,147.0
1769,1769,123.0
1770,1770,121.0
1771,1771,139.0
1772,1772,140.0
1773,1773,134.0
1774,1774,135.0
1775,1775,120.0
1776,1776,131.0
1777,1777,133.0
1778,1778,149.0
1779,1779,138.0
1780,1780,124.0
1781,1781,129.0
1782,1782,128.0
1783,1783,128.0
1784,1784,149.0
1785,1785,148.0
1786,1786,122.0
1787,1787,156.0
1788,1788,154.0
1789,1789,139.0
1790,1790,145.0
1791,1791,131.0
1792,1792,151.0
1793,1793,163.0
1794,1794,133.0
1795,1795,153.0
1796,1796,132.0
1797,1797,126.0
1798,1798,148.0
1799,1799,129.0
1800,1800,169.0
1801,1801,141.0
1802,1802,161.0
1803,1803,131.0
1804,1804,162.0
1805,1805,146.0
1806,1806,140.0
1807,1807,138.0
1808,1808,144.0
1809,1809,164.0
1810,1810,136.0
1811,1811,141.0
1812,1812,162.0
1813,1813,160.0
1814,1814,146.0
1815,1815,163.0
1816,1816,152.0
1817,1817,140.0
1818,1818,162.0
1819,1819,141.0
1820,1820,137.0
1821,1821,136.0
1822,1822,148.0
1823,1823,161.0
1824,1824,140.0
1825,1825,158.0
1826,1826,178.0
1827,1827,148.0
1828,1828,160.0
1829,1829,200.0
1830,1830,181.0
1831,1831,179.0
1832,1832,197.0
1833,1833,177.0
1834,1834,194.0
1835,1835,183.0
1836,1836,200.0
1837,1837,200.0
1838,1838,179.0
1839,1839,200.0
1840,1840,200.0
1841,1841,178.0
1842,1842,199.0
1843,1843,190.0
1844,1844,200.0
1845,1845,175.0
1846,1846,170.0
1847,1847,149.0
1848,1848,160.0
1849,1849,140.0
1850,1850,155.0
1851,1851,154.0
1852,1852,155.0
1853,1853,129.0
1854,1854,173.0
1855,1855,148.0
1856,1856,129.0
1857,1857,152.0
1858,1858,143.0
1859,1859,138.0
1860,1860,132.0
1861,1861,127.0
1862,1862,145.0
1863,1863,133.0
1864,1864,116.0
1865,1865,119.0
1866,1866,136.0
1867,1867,123.0
1868,1868,146.0
1869,1869,138.0
1870,1870,152.0
1871,1871,130.0
1872,1872,141.0
1873,1873,131.0
1874,1874,124.0
1875,1875,143.0
1876,1876,126.0
1877,1877,121.0
1878,1878,122.0
1879,1879,119.0
1880,1880,135.0
1881,1881,114.0
1882,1882,124.0
1883,1883,136.0
1884,1884,131.0
1885,1885,133.0
1886,1886,115.0
1887,1887,138.0
1888,1888,137.0
1889,1889,111.0
1890,1890,122.0
1891,1891,122.0
1892,1892,127.0
1893,1893,124.0
1894,1894,116.0
1895,1895,139.0
1896,1896,121.0
1897,1897,141.0
1898,1898,123.0
1899,1899,135.0
1900,1900,110.0
1901,1901,140.0
1902,1902,123.0
1903,1903,136.0
1904,1904,120.0
1905,1905,129.0
1906,1906,114.0
1907,1907,136.0
1908,1908,134.0
1909,1909,121.0
1910,1910,139.0
1911,1911,116.0
1912,1912,150.0
1913,1913,115.0
1914,1914,149.0
1915,1915,123.0
1916,1916,138.0
1917,1917,139.0
1918,1918,112.0
1919,1919,119.0
1920,1920,135.0
1921,1921,117.0
1922,1922,123.0
1923,1923,112.0
1924,1924,111.0
1925,1925,116.0
1926,1926,125.0
1927,1927,124.0
1928,1928,144.0
1929,1929,141.0
1930,1930,121.0
1931,1931,123.0
1932,1932,118.0
1933,1933,119.0
1934,1934,130.0
1935,1935,134.0
1936,1936,138.0
1937,1937,119.0
1938,1938,122.0
1939,1939,142.0
1940,1940,115.0
1941,1941,112.0
1942,1942,117.0
1943,1943,123.0
1944,1944,109.0
1945,1945,139.0
1946,1946,129.0
1947,1947,136.0
1948,1948,116.0
1949,1949,128.0
1950,1950,125.0
1951,1951,136.0
1952,1952,119.0
1953,1953,119.0
1954,1954,135.0
1955,1955,140.0
1956,1956,121.0
1957,1957,132.0
1958,1958,145.0
1959,1959,132.0
1960,1960,136.0
1961,1961,112.0
1962,1962,115.0
1963,1963,137.0
1964,1964,134.0
1965,1965,126.0
1966,1966,117.0
1967,1967,104.0
1968,1968,125.0
1969,1969,116.0
1970,1970,116.0
1971,1971,131.0
1972,1972,121.0
1973,1973,136.0
1974,1974,109.0
1975,1975,119.0
1976,1976,131.0
1977,1977,129.0
1978,1978,124.0
1979,1979,114.0
1980,1980,145.0
1981,1981,133.0
1982,1982,125.0
1983,1983,135.0
1984,1984,136.0
1985,1985,129.0
1986,1986,125.0
1987,1987,136.0
1988,1988,115.0
1989,1989,122.0
1990,1990,112.0
1991,1991,111.0
1992,1992,127.0
1993,1993,131.0
1994,1994,130.0
1995,1995,110.0
1996,1996,142.0
1997,1997,123.0
1998,1998,132.0
1999,1999,130.0
